Price|Volume|Day Range|52 Week Range|Open|Close|PE Ratio|EPS|MarketCap|Shares Outstanding|Public Float|Yield|Lastest Dividend|Ex-Dividend Rate|Shares Sold Short|Changes from last|Percent of float
119.8101|44,166,536|171,322,029|118.15 - 120.635|53.1525 - 137.98|118.72|121.19(10/14/20)|36.39(10/15/20)|$3.29|$2.10 T|17.10 B|17.32 B|0.69%(10/15/20)|$0.20499999825(08/13/20)|08/07/20|88.09 M|-2.36%|0.51%
