Price,Volume,65 Day Volume Avg,Day Range,52 Week Range,Open,Close,PE Ratio,EPS,MarketCap,Shares Outstanding,Public Float,Yield,Lastest Dividend,Ex-Dividend Rate,Shares Sold Short,Changes from last,Percent of float
227.80,"507,343","2,835,582",226.43 - 228.45,124.23 - 231.91,226.74,226.00(10/19/20),36.11(10/20/20),$6.31,$168.17 B,744.10 M,743.85 M,2.27%(10/20/20),$1.28999996(12/15/20),11/30/20,4.53 M,-17.55%,0.61%
