Price	Open	Day Range	52 Week	MarketCap	Racio	Shares Outst.	Public Float	Beta	Rev per empl.	PE Ratio	EPS	Yield	Dividend	Ex Divid Rate	Short Interest	Percent of Float Shorted	Avg volume
227.64	$225.58	225.13 - 227.79	124.23 - 228.66	$166.75B	744.1M	743.85M	0.80	$100.12K	36.05	$6.31	2.20%	$1.25	Aug 31, 2020	5.49M	0.74%	2.9M
