Price,Volume,65 Day Volume Avg,Day Range,52 Week Range,Open,Close,PE Ratio,EPS,MarketCap,Shares Outstanding,Public Float,Yield,Lastest Dividend,Ex-Dividend Rate,Shares Sold Short,Changes from last,Percent of float
227.45,"1,883,639","2,810,627",226.43 - 230.00,124.23 - 231.91,226.74,227.45(10/20/20),36.07(10/20/20),$6.31,$168.17 B,744.10 M,743.85 M,2.27%(10/20/20),$1.28999996(12/15/20),11/30/20,4.53 M,-17.55%,0.61%
