Price|Open|Day Range|52 Week|MarketCap|Racio|Shares Outst.|Public Float|Beta|Rev per empl.|PE Ratio|EPS|Yield|Dividend|Ex Divid Rate|Short Interest|Percent of Float Shorted|Avg volume
120.17|118.15|120.64|53.15|137.98|$118.72|118.15 - 120.64|53.15 - 137.98|$2.1T|17.1B|17.32B|1.17|$1.983M|36.47|$3.29|0.68%|$0.20|Aug 7, 2020|88.09M|0.51%|171.32M
