Price,Open,Day Range,52 Week Range,Market Cap,Shares Outstanding,Public Float,Beta,Rev. per Employee,P/E Ratio,EPS,Yield,Dividend,Ex-Dividend Date,Short Interest,% of Float Shorted,Average Volume
228.07,$226.74,226.43 - 228.36,124.23 - 231.91,$168.17B,744.1M,743.85M,0.80,$100.12K,36.10,$6.31,2.27%,$1.29,"Nov 30, 2020",4.53M,0.61%,2.84M
