Price	Volume	Day Range	52 Week Range	Open	Close	PE Ratio	EPS	MarketCap	Shares Outstanding	Public Float	Yield	Lastest Dividend	Ex-Dividend Rate	Shares Sold Short	Changes from last	Percent of float
226.48	1,972,777	2,885,221	225.125 - 228.41	124.23 - 228.66	225.58	226.48(10/07/20)	35.91(10/07/20)	$6.31	$166.75 B	744.10 M	743.85 M	2.21%(10/07/20)	$1.25(09/15/20)	08/31/20	5.49 M	-20.30%	0.74%
